cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2019-201730,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-787,Google,Exchange Server;VPN Appliance;Web Browser,5.01335338410647,3.7120948048717333,4.636429708086481,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2019-06-17T06:33Z,2019-05-08T10:46Z,0
CVE-2020-202915,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-200,VMware,Android;Java SE;Linux Kernel,6.618298297387201,4.216401733044985,7.226903894279835,LOCAL,HIGH,LOW,REQUIRED,CHANGED,NONE,NONE,LOW,2020-10-14T23:38Z,2020-10-11T04:47Z,0
CVE-2023-201587,Vulnerability in product allows CWE-89 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-89,Cisco,Exchange Server,6.956877896229561,4.978916173452889,5.02676995177309,PHYSICAL,HIGH,LOW,NONE,CHANGED,LOW,HIGH,LOW,2023-10-05T17:32Z,2023-11-21T22:45Z,0
CVE-2023-100195,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 8.0. This issue has been observed exploited in the wild.,CWE-79,Cisco,Exchange Server;Linux Kernel,8.00437766919231,7.296947555964384,8.629332519343999,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,LOW,HIGH,2023-11-24T09:14Z,2023-12-04T16:45Z,1
CVE-2018-206657,Vulnerability in product allows NVD-CWE-noinfo with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Apple;Oracle,Acrobat Reader;Office;VPN Appliance,6.14087886614693,6.1163933879216055,5.511255838907953,ADJACENT,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,HIGH,2018-10-27T05:58Z,2018-08-07T13:28Z,0
CVE-2023-205066,Vulnerability in product allows CWE-79 with PHYSICAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 8.1. Exploitation in the wild has not been confirmed.,CWE-79,Adobe,Android,8.13189974633745,6.574488005337388,6.434236709266015,PHYSICAL,LOW,NONE,REQUIRED,CHANGED,NONE,LOW,NONE,2023-02-23T09:46Z,2023-03-29T10:04Z,0
CVE-2023-204459,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-20,VMware,Chrome;Web Browser;Windows,4.615480939787386,3.5202297227320942,4.77140459318463,NETWORK,HIGH,HIGH,NONE,CHANGED,HIGH,LOW,LOW,2023-09-10T23:50Z,2023-07-20T18:32Z,0
CVE-2018-200202,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Google,CMS;Java SE,4.9506371420907636,3.867746580671147,2.7073787672210727,LOCAL,HIGH,NONE,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2018-10-17T07:39Z,2018-04-18T09:42Z,0
CVE-2019-208248,Vulnerability in product allows CWE-22 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.6. Exploitation in the wild has not been confirmed.,CWE-22,Cisco,Chrome;Java SE;Linux Kernel,6.5565033805820505,5.7395056403845235,6.05556324993396,PHYSICAL,HIGH,NONE,REQUIRED,CHANGED,HIGH,NONE,HIGH,2019-06-30T06:43Z,2019-04-06T03:37Z,0
CVE-2020-209328,Vulnerability in product allows CWE-79 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-79,SAP,Windows,5.026966281202709,2.228789389175844,5.089928595254766,LOCAL,HIGH,NONE,NONE,CHANGED,LOW,NONE,HIGH,2020-10-02T13:23Z,2020-02-04T20:18Z,0
CVE-2020-201468,Vulnerability in product allows CWE-200 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.2. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;Cisco,Linux Kernel;VPN Appliance,4.236676015665765,2.711496588178556,4.500542208522019,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,HIGH,LOW,2020-11-10T16:05Z,2020-12-01T12:31Z,0
CVE-2023-208482,Vulnerability in product allows CWE-787 with ADJACENT access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,CWE-787,Google;VMware,Web Browser,4.908015733191906,4.039708457799183,3.2486564333687795,ADJACENT,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,2023-06-03T15:08Z,2023-10-30T01:31Z,0
CVE-2018-208144,Vulnerability in product allows CWE-287 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 3.4. Exploitation in the wild has not been confirmed.,CWE-287,Adobe,Acrobat Reader;iOS,3.4487873763700803,2.006130132406583,3.8227211624929547,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,LOW,HIGH,2018-09-12T09:57Z,2018-11-19T07:57Z,0
CVE-2018-200044,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 1.9. Exploitation in the wild has not been confirmed.,CWE-89,Linux,Linux Kernel,1.9263046988284453,1.0023634441298892,1.6239785815103476,LOCAL,HIGH,NONE,REQUIRED,CHANGED,NONE,NONE,HIGH,2018-01-17T02:09Z,2018-05-08T22:54Z,0
CVE-2023-208774,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,CWE-287,Adobe;VMware,Chrome;Windows,4.880984449632391,4.493199086810935,4.762139491963622,NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,LOW,2023-06-15T11:06Z,2023-08-01T20:39Z,0
CVE-2018-204503,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.8. Exploitation in the wild has not been confirmed.,CWE-89,Linux;VMware,Database Server;VPN Appliance;Windows,5.761930384209214,6.89180981579066,5.533409923465399,LOCAL,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,2018-05-17T02:04Z,2018-03-22T12:09Z,0
CVE-2020-204860,Vulnerability in product allows CWE-352 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.2. Exploitation in the wild has not been confirmed.,CWE-352,Adobe,Chrome;Office,6.201447731646018,5.322695184372141,7.832250307143211,PHYSICAL,HIGH,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2020-08-07T20:29Z,2020-02-03T20:49Z,0
CVE-2019-201037,Vulnerability in product allows CWE-287 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.7. Exploitation in the wild has not been confirmed.,CWE-287,Microsoft;Oracle,Web Browser,5.7441171289111725,4.975734714483023,6.053141910474225,PHYSICAL,HIGH,LOW,REQUIRED,CHANGED,NONE,HIGH,LOW,2019-05-04T19:31Z,2019-10-16T15:30Z,0
CVE-2023-100120,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 7.3. This issue has been observed exploited in the wild.,CWE-22,Linux;Microsoft,Safari;Windows;iOS,7.299307816287323,7.269164426498346,6.991617956818055,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,2023-06-10T05:59Z,2023-06-13T23:55Z,1
CVE-2018-202381,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 3.5. Exploitation in the wild has not been confirmed.,CWE-89,Microsoft;SAP,Database Server,3.4991648403552493,3.8084964693069745,1.4296400706039942,LOCAL,LOW,HIGH,NONE,CHANGED,NONE,HIGH,LOW,2018-02-09T19:24Z,2018-09-23T23:34Z,0
CVE-2023-204469,Vulnerability in product allows CWE-287 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.5. Exploitation in the wild has not been confirmed.,CWE-287,Cisco;Microsoft,Database Server,4.514237301524549,2.99502590647212,4.534835691306801,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,NONE,HIGH,HIGH,2023-12-24T07:46Z,2023-10-14T03:30Z,0
CVE-2018-202474,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-476,Microsoft,Safari,4.1406734008415365,3.2972948838778033,4.165846533837983,LOCAL,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2018-10-28T10:56Z,2018-06-11T19:06Z,0
CVE-2018-208327,Vulnerability in product allows CWE-79 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.7. Exploitation in the wild has not been confirmed.,CWE-79,Cisco,CMS;Database Server;Java SE,7.6524613913691235,7.083590394292401,7.367369195666239,PHYSICAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,LOW,2018-07-16T03:56Z,2018-07-15T13:14Z,0
CVE-2021-202678,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-89,Oracle,Android;Java SE;Web Browser,7.015315287179622,6.744824339296353,6.578888900395119,LOCAL,HIGH,NONE,NONE,UNCHANGED,HIGH,LOW,NONE,2021-09-16T10:30Z,2021-02-03T11:55Z,0
CVE-2018-201535,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.7. Exploitation in the wild has not been confirmed.,CWE-89,Linux;VMware,Office,4.727454577647458,2.05147185617406,4.13861090354855,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,LOW,HIGH,NONE,2018-07-18T16:41Z,2018-11-16T01:27Z,0
CVE-2018-208341,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.2. Exploitation in the wild has not been confirmed.,CWE-20,Cisco,CMS;Safari,3.155352000402824,1.1610077866399628,4.199587014087337,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,NONE,NONE,2018-08-29T23:36Z,2018-11-24T16:52Z,0
CVE-2020-204370,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,SAP;VMware,Acrobat Reader;Web Browser,6.851950970734345,6.1069747376413,5.446450744521751,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,LOW,NONE,NONE,2020-12-18T06:47Z,2020-07-22T08:15Z,0
CVE-2020-205595,Vulnerability in product allows CWE-352 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-352,IBM,Acrobat Reader;Android,6.661693455202354,6.048728885303127,5.496164457657869,PHYSICAL,HIGH,LOW,NONE,CHANGED,HIGH,LOW,LOW,2020-07-15T22:21Z,2020-10-31T10:32Z,0
CVE-2019-100134,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 8.3. This issue has been observed exploited in the wild.,CWE-22,Cisco,Chrome;Database Server;iOS,8.253785431282319,7.287298922756125,8.29878726950921,NETWORK,LOW,HIGH,NONE,CHANGED,HIGH,LOW,LOW,2019-09-19T11:27Z,2019-08-27T08:06Z,1
CVE-2018-207131,Vulnerability in product allows CWE-352 with PHYSICAL access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.3. Exploitation in the wild has not been confirmed.,CWE-352,Cisco,Android;Database Server;Exchange Server,4.3125320291750935,5.111359242585046,4.622569091514034,PHYSICAL,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,LOW,NONE,2018-07-14T23:42Z,2018-01-15T08:18Z,0
CVE-2021-204724,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.9. Exploitation in the wild has not been confirmed.,CWE-89,Microsoft;Oracle,CMS,4.919532225745723,3.4345017276208565,6.717429975119595,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2021-05-28T15:37Z,2021-07-12T02:16Z,0
CVE-2022-209040,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 3.1. Exploitation in the wild has not been confirmed.,CWE-787,Apple,Acrobat Reader,3.0968816942722523,2.845522685573877,3.2960150779851594,NETWORK,HIGH,HIGH,NONE,UNCHANGED,HIGH,LOW,HIGH,2022-04-05T19:15Z,2022-04-09T07:48Z,0
CVE-2022-205560,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.7. Exploitation in the wild has not been confirmed.,CWE-20,Adobe,Database Server;Linux Kernel,3.7276144268603897,2.0891254015610814,2.524438368287476,NETWORK,HIGH,HIGH,REQUIRED,CHANGED,LOW,HIGH,LOW,2022-12-15T08:36Z,2022-12-19T05:09Z,0
CVE-2023-201959,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.1. Exploitation in the wild has not been confirmed.,CWE-79,SAP;VMware,Android;CMS;Web Browser,5.077612423460292,4.209621074109195,5.738263272901152,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,NONE,2023-10-04T06:39Z,2023-05-08T14:08Z,0
CVE-2018-100062,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.5. This issue has been observed exploited in the wild.,CWE-22,Adobe,Exchange Server;Java SE,6.476536592594581,5.615121711841794,5.842266056507825,NETWORK,LOW,NONE,NONE,CHANGED,LOW,HIGH,HIGH,2018-04-03T20:01Z,2018-05-19T02:09Z,1
CVE-2018-200758,Vulnerability in product allows CWE-287 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 4.0. Exploitation in the wild has not been confirmed.,CWE-287,Cisco,Exchange Server;Windows,4.010102122993881,1.285454413403381,4.7936815462270825,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,HIGH,LOW,2018-12-29T16:28Z,2018-07-03T14:07Z,0
CVE-2023-206125,Vulnerability in product allows CWE-287 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 1.6. Exploitation in the wild has not been confirmed.,CWE-287,Linux,Android;Database Server;Windows,1.6286148975130086,0.0,2.518047798170821,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,HIGH,LOW,2023-06-06T01:16Z,2023-01-18T14:39Z,0
CVE-2021-201867,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.5. Exploitation in the wild has not been confirmed.,CWE-119,Adobe;Cisco,Acrobat Reader;Linux Kernel,7.490360359092589,8.457427848370257,6.657545852168031,NETWORK,HIGH,LOW,NONE,CHANGED,NONE,NONE,LOW,2021-04-09T09:25Z,2021-12-03T21:28Z,0
CVE-2022-200079,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.0. Exploitation in the wild has not been confirmed.,CWE-200,Apple;Linux,Safari;iOS,4.980973551035807,2.853978049104544,5.48586045935565,LOCAL,HIGH,HIGH,NONE,UNCHANGED,NONE,LOW,HIGH,2022-03-30T19:50Z,2022-04-17T14:03Z,0
CVE-2022-206197,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-352,VMware,Chrome,5.238549528163218,5.939824006610583,4.19570060048859,NETWORK,HIGH,LOW,REQUIRED,CHANGED,HIGH,NONE,LOW,2022-12-18T22:42Z,2022-01-26T01:51Z,0
CVE-2020-200141,Vulnerability in product allows CWE-287 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 2.5. Exploitation in the wild has not been confirmed.,CWE-287,Adobe;Microsoft,Java SE,2.471588233318028,2.312508800178258,1.8664303487954228,PHYSICAL,HIGH,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2020-02-15T22:41Z,2020-09-15T06:46Z,0
CVE-2022-204707,Vulnerability in product allows CWE-287 with PHYSICAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,CWE-287,Adobe,Android,6.059262102350955,5.190804338008395,6.501940840865768,PHYSICAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-05-20T23:16Z,2022-06-20T20:43Z,0
CVE-2022-207027,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-79,Microsoft;SAP,Acrobat Reader;Safari,6.278104067372432,6.3775118956837575,6.476708153164629,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,NONE,LOW,2022-11-13T06:54Z,2022-03-22T15:15Z,0
CVE-2019-203041,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,CWE-352,Adobe,Acrobat Reader;Database Server;Office,7.365557588470811,5.756479691164682,6.9147511959287655,NETWORK,HIGH,HIGH,NONE,CHANGED,HIGH,LOW,LOW,2019-10-13T07:06Z,2019-04-09T22:47Z,0
CVE-2021-100444,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 9.6. This issue has been observed exploited in the wild.,CWE-352,SAP,Java SE,9.582327445896464,9.365391475950394,9.725116671339572,NETWORK,HIGH,NONE,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2021-06-03T11:30Z,2021-07-20T08:13Z,1
CVE-2021-207540,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-787,Linux,Database Server;Linux Kernel,4.584177192424217,3.533740557889625,2.9678322340904844,LOCAL,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,HIGH,2021-12-04T05:50Z,2021-02-18T22:31Z,0
CVE-2021-202658,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.8. Exploitation in the wild has not been confirmed.,CWE-476,SAP,VPN Appliance;iOS,6.840798520106694,4.564210986927374,5.912964519782106,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,LOW,2021-04-13T15:48Z,2021-12-25T12:03Z,0
CVE-2018-204063,Vulnerability in product allows CWE-119 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 8.2. Exploitation in the wild has not been confirmed.,CWE-119,Linux;Microsoft,CMS,8.197235384670407,9.071940397326514,6.559280638240017,LOCAL,LOW,LOW,NONE,CHANGED,NONE,LOW,LOW,2018-06-28T19:19Z,2018-12-18T10:41Z,0
CVE-2018-201273,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.9. Exploitation in the wild has not been confirmed.,CWE-20,Oracle;VMware,Chrome;Java SE,7.891834629452898,8.10166602470041,7.633425877196944,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,LOW,NONE,2018-10-06T05:05Z,2018-12-24T13:04Z,0
CVE-2022-205766,Vulnerability in product allows CWE-79 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.1. Exploitation in the wild has not been confirmed.,CWE-79,Linux;SAP,Chrome;iOS,7.119780230730605,5.680558552857953,5.317355002886585,ADJACENT,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,LOW,2022-03-14T17:06Z,2022-08-21T15:14Z,0
CVE-2022-201996,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 6.5. Exploitation in the wild has not been confirmed.,CWE-119,SAP,VPN Appliance;iOS,6.451763102105945,4.9340795844112995,7.405510799337717,NETWORK,LOW,LOW,NONE,CHANGED,NONE,HIGH,HIGH,2022-08-21T18:20Z,2022-05-23T02:53Z,0
CVE-2023-201117,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,CWE-352,Oracle;VMware,Database Server;VPN Appliance,6.120885456940465,6.243658203516876,5.769865586439822,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,LOW,NONE,LOW,2023-04-01T22:15Z,2023-04-23T03:02Z,0
CVE-2020-202312,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 2.1. Exploitation in the wild has not been confirmed.,CWE-20,Cisco;IBM,Acrobat Reader;Safari;VPN Appliance,2.1466068914974454,0.8126504321814405,1.3175075244978143,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2020-07-22T09:41Z,2020-11-26T07:29Z,0
CVE-2018-202243,Vulnerability in product allows CWE-787 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-787,Apple,CMS;Linux Kernel;iOS,5.212694107901809,4.644605271751481,4.843433906021758,NETWORK,HIGH,HIGH,NONE,UNCHANGED,NONE,LOW,HIGH,2018-04-07T17:20Z,2018-03-03T11:11Z,0
CVE-2020-203427,Vulnerability in product allows CWE-200 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-200,Adobe;Oracle,Database Server;Safari;iOS,5.317313133354641,4.614389937574986,4.49103997141965,ADJACENT,HIGH,LOW,REQUIRED,CHANGED,NONE,LOW,NONE,2020-04-14T11:23Z,2020-09-03T00:16Z,0
CVE-2019-204888,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-20,Oracle,Android;Linux Kernel,7.339335377305965,7.106294304189623,5.817315415278991,LOCAL,LOW,NONE,NONE,CHANGED,LOW,NONE,NONE,2019-07-24T21:27Z,2019-10-04T13:48Z,0
CVE-2019-208034,Vulnerability in product allows CWE-89 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.2. Exploitation in the wild has not been confirmed.,CWE-89,Linux;Microsoft,Android,4.170710828792702,3.786855994531136,1.884460472461856,ADJACENT,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,2019-05-07T23:50Z,2019-02-07T17:39Z,0
CVE-2022-207437,Vulnerability in product allows CWE-287 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 5.3. Exploitation in the wild has not been confirmed.,CWE-287,Microsoft;VMware,Chrome,5.278252200117718,2.803956680384089,5.519659441746697,LOCAL,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,NONE,2022-06-30T06:42Z,2022-08-03T17:30Z,0
CVE-2019-208632,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.1. Exploitation in the wild has not been confirmed.,CWE-22,Apple;Microsoft,Acrobat Reader;Exchange Server,6.1074374029272915,4.403467823014483,5.123768256472639,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2019-08-06T11:08Z,2019-05-31T23:41Z,0
CVE-2022-100489,Vulnerability in product allows CWE-79 with ADJACENT access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 8.2. This issue has been observed exploited in the wild.,CWE-79,Linux,Linux Kernel;Windows;iOS,8.207738334421618,9.577131435507528,8.681778941072333,ADJACENT,HIGH,NONE,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2022-09-05T03:59Z,2022-06-02T08:03Z,1
CVE-2023-100493,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 7.4. This issue has been observed exploited in the wild.,CWE-119,Microsoft,Android;Linux Kernel,7.4269065048449185,6.150859632678836,7.976428449542318,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,HIGH,2023-09-11T20:44Z,2023-07-01T08:40Z,1
CVE-2023-200090,Vulnerability in product allows CWE-352 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-352,Oracle,Java SE,4.846292006802033,5.1692289497052135,2.685078163229723,NETWORK,HIGH,HIGH,NONE,UNCHANGED,NONE,NONE,NONE,2023-06-08T10:29Z,2023-10-26T04:20Z,0
CVE-2023-203221,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.8. Exploitation in the wild has not been confirmed.,CWE-22,IBM,Chrome;VPN Appliance,5.7625150139349826,3.5556140989459033,7.021641508283517,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,LOW,NONE,NONE,2023-11-26T22:37Z,2023-10-09T10:45Z,0
CVE-2018-200002,Vulnerability in product allows CWE-200 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.4. Exploitation in the wild has not been confirmed.,CWE-200,Linux;SAP,Acrobat Reader;Exchange Server;VPN Appliance,5.376375618193902,3.185524573935812,5.241589153032737,ADJACENT,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2018-05-03T03:10Z,2018-11-08T11:21Z,0
CVE-2019-201311,Vulnerability in product allows CWE-89 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 7.9. Exploitation in the wild has not been confirmed.,CWE-89,Linux,Chrome;Web Browser;Windows,7.855855375256306,5.741971105285509,5.32804763328383,LOCAL,HIGH,HIGH,REQUIRED,CHANGED,LOW,NONE,NONE,2019-12-19T10:18Z,2019-06-21T17:20Z,0
